case_id,case_name,tau,n,method,mean,range
4,Case 4: TVCQR (dependent design),0.2,1000,screen-seq(2),1.5,1.1
4,Case 4: TVCQR (dependent design),0.2,2000,screen-seq(2),5.0,4.5
4,Case 4: TVCQR (dependent design),0.2,5000,screen-seq(2),39.6,35.1
4,Case 4: TVCQR (dependent design),0.2,200,screen-seq(1)(ft),0.0078,0.0026
4,Case 4: TVCQR (dependent design),0.2,500,screen-seq(1)(ft),0.050,0.011
4,Case 4: TVCQR (dependent design),0.2,1000,screen-seq(1)(ft),0.25,0.062
4,Case 4: TVCQR (dependent design),0.2,2000,screen-seq(1)(ft),1.3,0.29
4,Case 4: TVCQR (dependent design),0.2,5000,screen-seq(1)(ft),14.9,1.7
4,Case 4: TVCQR (dependent design),0.2,200,screen-seq(2)(ft),0.0076,0.042
4,Case 4: TVCQR (dependent design),0.2,500,screen-seq(2)(ft),0.032,0.0025
4,Case 4: TVCQR (dependent design),0.2,1000,screen-seq(2)(ft),0.13,0.015
4,Case 4: TVCQR (dependent design),0.2,2000,screen-seq(2)(ft),0.56,0.078
4,Case 4: TVCQR (dependent design),0.2,5000,screen-seq(2)(ft),4.2,0.58
4,Case 4: TVCQR (dependent design),0.5,200,rq,0.24,0.050
4,Case 4: TVCQR (dependent design),0.5,500,rq,1.0,0.52
4,Case 4: TVCQR (dependent design),0.5,1000,rq,3.0,1.5
4,Case 4: TVCQR (dependent design),0.5,2000,rq,10.2,0.85
4,Case 4: TVCQR (dependent design),0.5,5000,rq,66.1,5.6
4,Case 4: TVCQR (dependent design),0.5,200,seq,0.096,0.034
4,Case 4: TVCQR (dependent design),0.5,500,seq,0.41,0.60
4,Case 4: TVCQR (dependent design),0.5,1000,seq,1.1,0.58
4,Case 4: TVCQR (dependent design),0.5,2000,seq,3.9,0.63
4,Case 4: TVCQR (dependent design),0.5,5000,seq,17.8,3.7
4,Case 4: TVCQR (dependent design),0.5,200,seq(ft),0.0072,0.039
4,Case 4: TVCQR (dependent design),0.5,500,seq(ft),0.14,0.35
4,Case 4: TVCQR (dependent design),0.5,1000,seq(ft),0.084,0.045
4,Case 4: TVCQR (dependent design),0.5,2000,seq(ft),0.81,0.54
4,Case 4: TVCQR (dependent design),0.5,5000,seq(ft),3.1,0.71
4,Case 4: TVCQR (dependent design),0.5,200,screen-seq(1),0.20,0.057
4,Case 4: TVCQR (dependent design),0.5,500,screen-seq(1),1.0,0.92
4,Case 4: TVCQR (dependent design),0.5,1000,screen-seq(1),5.1,3.7
4,Case 4: TVCQR (dependent design),0.5,2000,screen-seq(1),35.7,34.4
4,Case 4: TVCQR (dependent design),0.5,5000,screen-seq(1),619.0,442.0
4,Case 4: TVCQR (dependent design),0.5,200,screen-seq(2),0.19,0.047
4,Case 4: TVCQR (dependent design),0.5,500,screen-seq(2),0.65,1.1
4,Case 4: TVCQR (dependent design),0.5,1000,screen-seq(2),1.6,2.4
4,Case 4: TVCQR (dependent design),0.5,2000,screen-seq(2),5.7,4.5
4,Case 4: TVCQR (dependent design),0.5,5000,screen-seq(2),44.6,35.2
4,Case 4: TVCQR (dependent design),0.5,200,screen-seq(1)(ft),0.0081,0.0032
4,Case 4: TVCQR (dependent design),0.5,500,screen-seq(1)(ft),0.053,0.0091
4,Case 4: TVCQR (dependent design),0.5,1000,screen-seq(1)(ft),0.25,0.056
4,Case 4: TVCQR (dependent design),0.5,2000,screen-seq(1)(ft),1.3,0.38
4,Case 4: TVCQR (dependent design),0.5,5000,screen-seq(1)(ft),15.6,3.2
4,Case 4: TVCQR (dependent design),0.5,200,screen-seq(2)(ft),0.0067,0.0013
4,Case 4: TVCQR (dependent design),0.5,500,screen-seq(2)(ft),0.035,0.011
4,Case 4: TVCQR (dependent design),0.5,1000,screen-seq(2)(ft),0.13,0.014
4,Case 4: TVCQR (dependent design),0.5,2000,screen-seq(2)(ft),0.58,0.12
4,Case 4: TVCQR (dependent design),0.5,5000,screen-seq(2)(ft),4.4,0.82
4,Case 4: TVCQR (dependent design),0.8,200,rq,0.26,0.099
4,Case 4: TVCQR (dependent design),0.8,500,rq,0.81,0.096
4,Case 4: TVCQR (dependent design),0.8,1000,rq,2.9,0.32
4,Case 4: TVCQR (dependent design),0.8,2000,rq,10.3,1.2
4,Case 4: TVCQR (dependent design),0.8,5000,rq,69.0,27.4
4,Case 4: TVCQR (dependent design),0.8,200,seq,0.10,0.069
4,Case 4: TVCQR (dependent design),0.8,500,seq,0.31,0.20
4,Case 4: TVCQR (dependent design),0.8,1000,seq,0.99,0.18
4,Case 4: TVCQR (dependent design),0.8,2000,seq,3.8,0.72
4,Case 4: TVCQR (dependent design),0.8,5000,seq,18.2,12.0
4,Case 4: TVCQR (dependent design),0.8,200,seq(ft),0.024,0.093
4,Case 4: TVCQR (dependent design),0.8,500,seq(ft),0.030,0.097
4,Case 4: TVCQR (dependent design),0.8,1000,seq(ft),0.41,0.95
4,Case 4: TVCQR (dependent design),0.8,2000,seq(ft),0.75,0.32
4,Case 4: TVCQR (dependent design),0.8,5000,seq(ft),3.4,2.7
4,Case 4: TVCQR (dependent design),0.8,200,screen-seq(1),0.22,0.089
4,Case 4: TVCQR (dependent design),0.8,500,screen-seq(1),0.88,0.54
4,Case 4: TVCQR (dependent design),0.8,1000,screen-seq(1),5.1,2.4
4,Case 4: TVCQR (dependent design),0.8,2000,screen-seq(1),34.6,20.8
4,Case 4: TVCQR (dependent design),0.8,5000,screen-seq(1),575.1,608.6
4,Case 4: TVCQR (dependent design),0.8,200,screen-seq(2),0.19,0.10
4,Case 4: TVCQR (dependent design),0.8,500,screen-seq(2),0.54,0.35
4,Case 4: TVCQR (dependent design),0.8,1000,screen-seq(2),1.5,1.2
4,Case 4: TVCQR (dependent design),0.8,2000,screen-seq(2),5.3,4.6
4,Case 4: TVCQR (dependent design),0.8,5000,screen-seq(2),35.8,31.1
4,Case 4: TVCQR (dependent design),0.8,200,screen-seq(1)(ft),0.0081,0.0034
4,Case 4: TVCQR (dependent design),0.8,500,screen-seq(1)(ft),0.050,0.0079
4,Case 4: TVCQR (dependent design),0.8,1000,screen-seq(1)(ft),0.24,0.16
4,Case 4: TVCQR (dependent design),0.8,2000,screen-seq(1)(ft),1.3,0.35
4,Case 4: TVCQR (dependent design),0.8,5000,screen-seq(1)(ft),13.6,3.3
4,Case 4: TVCQR (dependent design),0.8,200,screen-seq(2)(ft),0.0068,0.0030
4,Case 4: TVCQR (dependent design),0.8,500,screen-seq(2)(ft),0.033,0.0047
4,Case 4: TVCQR (dependent design),0.8,1000,screen-seq(2)(ft),0.13,0.012
4,Case 4: TVCQR (dependent design),0.8,2000,screen-seq(2)(ft),0.57,0.076
4,Case 4: TVCQR (dependent design),0.8,5000,screen-seq(2)(ft),4.2,0.64
