"case","n","p","replication","method","total_iterations","mean_iterations","median_iterations","max_iterations","elapsed"
2,500,4,24,"seq_mst",39692,79.384,62,469,3.012
2,500,4,25,"cold",131033,262.066,244,636,8.92399999999999
2,500,4,25,"seq_mst",38139,76.278,59,452,2.77500000000001
2,500,4,26,"cold",134192,268.384,259,599,9.19
2,500,4,26,"seq_mst",39163,78.326,55,611,2.77500000000001
2,500,4,27,"cold",126988,253.976,226,728,9.016
2,500,4,27,"seq_mst",37624,75.248,55,566,2.834
2,500,4,28,"cold",137523,275.046,257.5,707,9.56
2,500,4,28,"seq_mst",37083,74.166,57,405,2.56199999999998
2,500,4,29,"cold",120929,241.858,230.5,612,8.233
2,500,4,29,"seq_mst",38396,76.792,54,483,2.95499999999998
2,500,4,30,"cold",137067,274.134,260,610,9.27500000000001
2,500,4,30,"seq_mst",35876,71.752,56,391,2.67699999999999
2,500,4,31,"cold",129283,258.566,249,625,9.18700000000001
2,500,4,31,"seq_mst",40231,80.462,59,415,2.92499999999998
2,500,4,32,"cold",134388,268.776,246.5,630,9.39499999999998
2,500,4,32,"seq_mst",35674,71.348,54,521,2.69999999999999
2,500,4,33,"cold",141489,282.978,271.5,669,9.977
2,500,4,33,"seq_mst",38334,76.668,58,567,2.589
2,500,4,34,"cold",136265,272.53,237,699,9.577
2,500,4,34,"seq_mst",39353,78.706,53,566,2.76899999999998
2,500,4,35,"cold",135279,270.558,255,753,9.24699999999999
2,500,4,35,"seq_mst",37250,74.5,58,475,2.691
2,500,4,36,"cold",143209,286.418,276,597,9.88400000000001
2,500,4,36,"seq_mst",41502,83.004,61,598,3.07900000000001
2,500,4,37,"cold",123845,247.69,231,649,8.78899999999999
2,500,4,37,"seq_mst",40385,80.77,59,667,3.06999999999999
2,500,4,38,"cold",131378,262.756,247,692,8.88900000000001
2,500,4,38,"seq_mst",38355,76.71,57.5,543,2.81099999999998
2,500,4,39,"cold",127354,254.708,228.5,574,8.81100000000004
2,500,4,39,"seq_mst",36628,73.256,53.5,502,2.49900000000002
2,500,4,40,"cold",135944,271.888,256,647,9.47300000000001
2,500,4,40,"seq_mst",37879,75.758,58,587,2.71300000000002
2,500,4,41,"cold",132533,265.066,245,616,9.084
2,500,4,41,"seq_mst",38322,76.644,57,474,2.77300000000002
2,500,4,42,"cold",133693,267.386,250,654,9.45399999999995
2,500,4,42,"seq_mst",37415,74.83,58,422,2.875
2,500,4,43,"cold",131804,263.608,251,589,8.822
2,500,4,43,"seq_mst",39241,78.482,59,466,2.95699999999999
2,500,4,44,"cold",118307,236.614,218.5,547,8.14999999999998
2,500,4,44,"seq_mst",35703,71.406,57,497,2.42500000000001
2,500,4,45,"cold",131572,263.144,234.5,643,9.11899999999997
2,500,4,45,"seq_mst",34366,68.732,50.5,499,2.40299999999996
2,500,4,46,"cold",122827,245.654,223,657,8.40800000000002
2,500,4,46,"seq_mst",36727,73.454,53,435,2.86200000000002
2,500,4,47,"cold",133312,266.624,251,608,9.35300000000001
2,500,4,47,"seq_mst",35214,70.428,54,535,2.64100000000002
2,500,4,48,"cold",141921,283.842,265,666,9.71699999999998
2,500,4,48,"seq_mst",38598,77.196,57,588,2.815
2,500,4,49,"cold",140513,281.026,269,564,9.72699999999998
2,500,4,49,"seq_mst",39005,78.01,58,427,2.81300000000005
2,500,4,50,"cold",133514,267.028,245.5,586,9.298
2,500,4,50,"seq_mst",36958,73.916,59,432,2.495
2,500,4,51,"cold",141862,283.724,262,667,9.90999999999997
2,500,4,51,"seq_mst",36531,73.062,54,449,2.77299999999997
2,500,4,52,"cold",132342,264.684,247,626,7.726
2,500,4,52,"seq_mst",40300,80.6,61,585,2.387
2,500,4,53,"cold",139646,279.292,260,598,7.36100000000005
2,500,4,53,"seq_mst",36353,72.706,56,483,1.91199999999998
2,500,4,54,"cold",131129,262.258,245.5,674,6.786
2,500,4,54,"seq_mst",38251,76.502,57,503,2.14099999999996
2,500,4,55,"cold",128597,257.194,234,716,6.70100000000002
2,500,4,55,"seq_mst",33005,66.01,52,487,1.87700000000001
2,500,4,56,"cold",134467,268.934,256,652,7.04999999999995
2,500,4,56,"seq_mst",40233,80.466,60,352,2.118
2,500,4,57,"cold",129888,259.776,237,568,6.74100000000004
2,500,4,57,"seq_mst",37896,75.792,57,582,2.21099999999996
2,500,4,58,"cold",145410,290.82,280.5,727,7.94900000000001
2,500,4,58,"seq_mst",37645,75.29,57.5,498,1.96800000000002
2,500,4,59,"cold",136263,272.526,251,683,8.75
2,500,4,59,"seq_mst",39971,79.942,59,584,3.10899999999998
2,500,4,60,"cold",135688,271.376,253,631,9.29900000000004
2,500,4,60,"seq_mst",34678,69.356,55.5,432,2.67199999999997
2,500,4,61,"cold",129939,259.878,244.5,568,9.07899999999995
2,500,4,61,"seq_mst",34159,68.318,54,510,2.53800000000001
2,500,4,62,"cold",126203,252.406,241,625,8.79300000000001
2,500,4,62,"seq_mst",35227,70.454,51.5,378,2.47299999999996
2,500,4,63,"cold",128372,256.744,228,618,9.07999999999993
2,500,4,63,"seq_mst",37923,75.846,54,476,2.69299999999998
2,500,4,64,"cold",133567,267.134,249,611,9.74200000000008
2,500,4,64,"seq_mst",36449,72.898,56.5,489,2.67499999999995
2,500,4,65,"cold",128344,256.688,242.5,573,9.01800000000003
2,500,4,65,"seq_mst",34998,69.996,56,334,2.71499999999992
2,500,4,66,"cold",134349,268.698,250,894,9.346
2,500,4,66,"seq_mst",38019,76.038,56.5,573,2.87099999999998
2,500,4,67,"cold",140097,280.194,258.5,633,9.553
2,500,4,67,"seq_mst",38036,76.072,52.5,478,2.82899999999995
2,500,4,68,"cold",132509,265.018,253,676,9.0680000000001
2,500,4,68,"seq_mst",34632,69.264,47.5,494,2.42499999999995
2,500,4,69,"cold",133509,267.018,253,574,9.52100000000007
2,500,4,69,"seq_mst",38778,77.556,59,430,2.96400000000006
2,500,4,70,"cold",131874,263.748,250.5,562,9.28800000000001
2,500,4,70,"seq_mst",35549,71.098,56,501,2.49900000000002
2,500,4,71,"cold",134126,268.252,248,676,9.28300000000002
2,500,4,71,"seq_mst",41508,83.016,64,508,2.99599999999998
2,500,4,72,"cold",143306,286.612,271,643,9.80000000000007
2,500,4,72,"seq_mst",39699,79.398,56,467,3.05799999999999
2,500,4,73,"cold",140463,280.926,269,616,9.35200000000009
2,500,4,73,"seq_mst",38442,76.884,54.5,573,2.94000000000005
2,500,4,74,"cold",137994,275.988,249,625,9.481
2,500,4,74,"seq_mst",39461,78.922,55,533,3.226
2,500,4,75,"cold",125665,251.33,231.5,598,8.54700000000003
2,500,4,75,"seq_mst",35502,71.004,56,545,2.57100000000003
2,500,4,76,"cold",140841,281.682,266,658,9.75199999999995
2,500,4,76,"seq_mst",36820,73.64,56,457,2.55799999999999
2,500,4,77,"cold",131769,263.538,245,694,9.31600000000003
2,500,4,77,"seq_mst",36350,72.7,56,453,2.63100000000009
2,500,4,78,"cold",137762,275.524,247.5,640,9.56400000000008
2,500,4,78,"seq_mst",36801,73.602,54,546,2.67200000000003
2,500,4,79,"cold",134793,269.586,257,583,9.52099999999996
2,500,4,79,"seq_mst",40421,80.842,60,452,3.23800000000006
2,500,4,80,"cold",138403,276.806,258,561,9.39999999999998
2,500,4,80,"seq_mst",39142,78.284,56,463,3.02800000000002
2,500,4,81,"cold",130051,260.102,246,654,8.79599999999994
2,500,4,81,"seq_mst",39908,79.816,60,595,2.99099999999999
2,500,4,82,"cold",131436,262.872,240,654,9.01999999999998
2,500,4,82,"seq_mst",36978,73.956,56,406,2.74200000000008
2,500,4,83,"cold",126711,253.422,229.5,750,8.81200000000001
2,500,4,83,"seq_mst",39446,78.892,56,570,2.75200000000007
2,500,4,84,"cold",134377,268.754,258,651,9.66399999999999
2,500,4,84,"seq_mst",36512,73.024,54,483,2.548
2,500,4,85,"cold",124594,249.188,238,606,8.65500000000009
2,500,4,85,"seq_mst",39774,79.548,58,446,3.00400000000002
2,500,4,86,"cold",129926,259.852,245.5,546,8.86599999999999
2,500,4,86,"seq_mst",35784,71.568,53,414,2.90300000000002
2,500,4,87,"cold",132928,265.856,256,622,9.02999999999997
2,500,4,87,"seq_mst",37367,74.734,56,451,2.79900000000009
2,500,4,88,"cold",124968,249.936,223,709,7.69399999999996
2,500,4,88,"seq_mst",38828,77.656,57,516,2.05899999999997
2,500,4,89,"cold",122935,245.87,228.5,637,7.29700000000003
2,500,4,89,"seq_mst",38751,77.502,61,549,2.29199999999992
2,500,4,90,"cold",126597,253.194,238,693,6.63499999999999
2,500,4,90,"seq_mst",37327,74.654,55,534,2.91800000000001
2,500,4,91,"cold",137090,274.18,251.5,579,9.77100000000007
2,500,4,91,"seq_mst",40141,80.282,59,549,3.04399999999998
2,500,4,92,"cold",140792,281.584,264,809,9.72300000000007
2,500,4,92,"seq_mst",37280,74.56,56,487,2.976
2,500,4,93,"cold",136526,273.052,246,653,9.40300000000002
2,500,4,93,"seq_mst",39798,79.596,57,531,3.024
2,500,4,94,"cold",124573,249.146,245,560,8.48400000000004
2,500,4,94,"seq_mst",37817,75.634,56,532,2.77700000000004
2,500,4,95,"cold",126006,252.012,238,716,8.74800000000005
2,500,4,95,"seq_mst",36440,72.88,52,498,2.62700000000007
2,500,4,96,"cold",141684,283.368,266,682,9.95400000000006
2,500,4,96,"seq_mst",35027,70.054,55,554,2.49400000000003
2,500,4,97,"cold",133766,267.532,248,659,9.269
2,500,4,97,"seq_mst",38239,76.478,57,489,2.78899999999999
2,500,4,98,"cold",123650,247.3,228,606,8.447
2,500,4,98,"seq_mst",33478,66.956,51,483,2.57600000000002
2,500,4,99,"cold",133864,267.728,238.5,647,9.25199999999995
2,500,4,99,"seq_mst",37613,75.226,57.5,471,2.80399999999997
2,500,4,100,"cold",124798,249.596,234.5,623,8.71299999999997
2,500,4,100,"seq_mst",40013,80.026,58,454,2.78699999999992
2,800,4,1,"cold",370702,463.3775,426.5,1096,115.298
2,800,4,1,"seq_mst",84903,106.12875,75,763,31.107
2,800,4,2,"cold",348899,436.12375,411,1025,127.277
2,800,4,2,"seq_mst",89181,111.47625,83,745,31.293
2,800,4,3,"cold",340726,425.9075,406.5,956,71.562
2,800,4,3,"seq_mst",87763,109.70375,79,829,26.887
2,800,4,4,"cold",358980,448.725,418,1134,113.365
2,800,4,4,"seq_mst",80209,100.26125,77,815,12.226
2,800,4,5,"cold",325484,406.855,373,1051,44.658
2,800,4,5,"seq_mst",85052,106.315,78.5,794,7.48800000000006
2,800,4,6,"cold",333833,417.29125,382,1088,37.228
2,800,4,6,"seq_mst",86502,108.1275,79,821,12.4000000000001
2,800,4,7,"cold",347593,434.49125,397.5,1142,42.0849999999999
2,800,4,7,"seq_mst",88880,111.1,79,927,6.59500000000003
2,800,4,8,"cold",338571,423.21375,415.5,946,24.306
2,800,4,8,"seq_mst",84838,106.0475,78,898,6.25
2,800,4,9,"cold",318222,397.7775,364.5,1005,22.775
2,800,4,9,"seq_mst",83036,103.795,73.5,825,5.87099999999998
2,800,4,10,"cold",327055,408.81875,368,992,23.173
2,800,4,10,"seq_mst",91185,113.98125,82,863,11.9109999999999
2,800,4,11,"cold",342449,428.06125,392,1085,43.292
2,800,4,11,"seq_mst",82728,103.41,76,917,10.693
2,800,4,12,"cold",327940,409.925,390,870,38.204
2,800,4,12,"seq_mst",89162,111.4525,81,956,10.626
2,800,4,13,"cold",347671,434.58875,390,1204,37.516
2,800,4,13,"seq_mst",86473,108.09125,78,900,9.81900000000007
2,800,4,14,"cold",356515,445.64375,396,1150,37.981
2,800,4,14,"seq_mst",81865,102.33125,79.5,826,9.16399999999999
2,800,4,15,"cold",323764,404.705,367,1021,32.0519999999999
2,800,4,15,"seq_mst",84611,105.76375,81,952,9.27699999999993
2,800,4,16,"cold",324678,405.8475,387.5,1000,38.5079999999999
2,800,4,16,"seq_mst",81653,102.06625,76.5,815,8.51999999999998
2,800,4,17,"cold",327433,409.29125,380,941,32.9289999999999
2,800,4,17,"seq_mst",83829,104.78625,75,840,10.4880000000001
2,800,4,18,"cold",303048,378.81,356,909,32.3900000000001
2,800,4,18,"seq_mst",87699,109.62375,77,829,9.47399999999993
2,800,4,19,"cold",339693,424.61625,390,1154,37.3099999999999
2,800,4,19,"seq_mst",89714,112.1425,78,931,10.2230000000002
2,800,4,20,"cold",313550,391.9375,370,1002,37.373
2,800,4,20,"seq_mst",82211,102.76375,72,783,9.60900000000015
2,800,4,21,"cold",333105,416.38125,390,1173,35.4740000000002
2,800,4,21,"seq_mst",83772,104.715,76,778,9.91999999999985
2,800,4,22,"cold",336378,420.4725,389,1200,35.9289999999999
2,800,4,22,"seq_mst",81708,102.135,77,792,9.50599999999986
2,800,4,23,"cold",320484,400.605,362.5,980,35.0799999999999
2,800,4,23,"seq_mst",83812,104.765,79.5,923,9.33299999999986
2,800,4,24,"cold",331500,414.375,372.5,1014,35.5070000000001
2,800,4,24,"seq_mst",86727,108.40875,78,924,9.77999999999997
2,800,4,25,"cold",317937,397.42125,387,901,38.3710000000001
2,800,4,25,"seq_mst",86592,108.24,75.5,861,11.5709999999999
2,800,4,26,"cold",332784,415.98,386.5,1101,40.817
2,800,4,26,"seq_mst",84836,106.045,77,801,11.1840000000002
2,800,4,27,"cold",327888,409.86,382,919,42.4060000000002
2,800,4,27,"seq_mst",83646,104.5575,75,852,11.5219999999999
2,800,4,28,"cold",309211,386.51375,343,1034,39.442
2,800,4,28,"seq_mst",81366,101.7075,72,882,9.40100000000007
2,800,4,29,"cold",316088,395.11,360,1140,37.9090000000001
2,800,4,29,"seq_mst",85445,106.80625,80,703,11.5239999999999
2,800,4,30,"cold",336581,420.72625,392.5,977,40.4430000000002
2,800,4,30,"seq_mst",84230,105.2875,78,859,11.338
2,800,4,31,"cold",300612,375.765,350,901,35.819
2,800,4,31,"seq_mst",87494,109.3675,80.5,858,8.99100000000021
2,800,4,32,"cold",329736,412.17,381.5,1001,34.1670000000001
2,800,4,32,"seq_mst",85823,107.27875,78,823,8.69699999999989
2,800,4,33,"cold",303233,379.04125,379.5,994,33.471
2,800,4,33,"seq_mst",87270,109.0875,81.5,863,9.59500000000003
2,800,4,34,"cold",338113,422.64125,378,1120,37.5310000000002
2,800,4,34,"seq_mst",91522,114.4025,82,780,14.3400000000001
2,800,4,35,"cold",345162,431.4525,402.5,940,49.1320000000001
2,800,4,35,"seq_mst",85900,107.375,84,766,13.5260000000001
2,800,4,36,"cold",318577,398.22125,367,984,45.759
2,800,4,36,"seq_mst",89585,111.98125,82,828,13.356
2,800,4,37,"cold",345968,432.46,404.5,1120,53.306
2,800,4,37,"seq_mst",90060,112.575,82,770,13.8310000000001
2,800,4,38,"cold",328602,410.7525,386,918,50.6370000000002
2,800,4,38,"seq_mst",84070,105.0875,78,665,12.7219999999998
2,800,4,39,"cold",329166,411.4575,373,961,49.741
2,800,4,39,"seq_mst",85683,107.10375,80,895,13.6480000000001
2,800,4,40,"cold",340567,425.70875,380,1251,61.2870000000003
2,800,4,40,"seq_mst",87704,109.63,80,909,18.6700000000001
2,800,4,41,"cold",337323,421.65375,395,1082,66.4899999999998
2,800,4,41,"seq_mst",86944,108.68,81,912,17.8759999999997
2,800,4,42,"cold",378803,473.50375,423,1083,49.049
2,800,4,42,"seq_mst",80834,101.0425,77.5,754,10.0319999999997
2,800,4,43,"cold",339098,423.8725,385,918,41.0389999999998
2,800,4,43,"seq_mst",82453,103.06625,78,699,10.172
2,800,4,44,"cold",336576,420.72,387,1335,38.848
2,800,4,44,"seq_mst",88158,110.1975,85,773,10.3990000000003
2,800,4,45,"cold",348247,435.30875,390.5,1123,42.933
2,800,4,45,"seq_mst",86634,108.2925,80.5,933,9.88100000000031
2,800,4,46,"cold",354464,443.08,411,1292,40.8229999999999
2,800,4,46,"seq_mst",87581,109.47625,77,816,12.2139999999999
2,800,4,47,"cold",331946,414.9325,387,906,41.2139999999999
2,800,4,47,"seq_mst",84284,105.355,76,816,10.1579999999999
2,800,4,48,"cold",338193,422.74125,395,1086,37.145
2,800,4,48,"seq_mst",83474,104.3425,76.5,771,9.28899999999976
2,800,4,49,"cold",353489,441.86125,416.5,998,38.366
2,800,4,49,"seq_mst",88836,111.045,83,750,9.70499999999993
2,800,4,50,"cold",353319,441.64875,411,1060,37.4300000000003
2,800,4,50,"seq_mst",83490,104.3625,74.5,766,10.2179999999998
2,800,4,51,"cold",351281,439.10125,398,1055,36.9649999999997
2,800,4,51,"seq_mst",83439,104.29875,74.5,810,9.73099999999977
2,800,4,52,"cold",346181,432.72625,411.5,901,38.9779999999996
2,800,4,52,"seq_mst",83787,104.73375,82,691,9.4079999999999
2,800,4,53,"cold",300115,375.14375,362.5,1023,30.6500000000001
2,800,4,53,"seq_mst",88233,110.29125,82,767,8.15499999999975
2,800,4,54,"cold",347881,434.85125,396.5,987,27.3110000000001
2,800,4,54,"seq_mst",84726,105.9075,75,791,6.89099999999962
2,800,4,55,"cold",325935,407.41875,384,1033,33.5449999999996
2,800,4,55,"seq_mst",82841,103.55125,77,720,14.895
2,800,4,56,"cold",319821,399.77625,375,828,332.244
2,800,4,56,"seq_mst",83061,103.82625,82,778,8.12700000000041
2,800,4,57,"cold",330740,413.425,388,1244,328.827
2,800,4,57,"seq_mst",81370,101.7125,71,879,7.5949999999998
2,800,4,58,"cold",325581,406.97625,377,1004,28.636
2,800,4,58,"seq_mst",85111,106.38875,76,936,8.04599999999982
2,800,4,59,"cold",321841,402.30125,381,1063,28.5729999999999
2,800,4,59,"seq_mst",88817,111.02125,79,759,8.19599999999991
2,800,4,60,"cold",339789,424.73625,391.5,1143,30.3230000000003
2,800,4,60,"seq_mst",81496,101.87,76.5,758,7.70800000000008
2,800,4,61,"cold",336985,421.23125,390,1128,29.788
2,800,4,61,"seq_mst",85870,107.3375,82,782,8.43000000000029
2,800,4,62,"cold",333190,416.4875,378,1043,332.473
2,800,4,62,"seq_mst",89716,112.145,78.5,919,8.19000000000051
2,800,4,63,"cold",313035,391.29375,356.5,1033,470.75
2,800,4,63,"seq_mst",79286,99.1075,69,747,7.85199999999986
2,800,4,64,"cold",337210,421.5125,400,868,30.7730000000001
2,800,4,64,"seq_mst",88678,110.8475,78,817,1038.067
2,800,4,65,"cold",337431,421.78875,399,871,37.7379999999994
2,800,4,65,"seq_mst",80208,100.26,75,793,37.3590000000004
2,800,4,66,"cold",331308,414.135,402.5,1027,30.1359999999995
2,800,4,66,"seq_mst",83332,104.165,77,824,7.62599999999929
2,800,4,67,"cold",319282,399.1025,357,1196,84.6839999999993
2,800,4,67,"seq_mst",79825,99.78125,75,805,7.76099999999951
2,800,4,68,"cold",336848,421.06,400.5,1310,954.632
2,800,4,68,"seq_mst",87106,108.8825,77,811,11.482
2,800,4,69,"cold",300731,375.91375,356,1018,537.824
2,800,4,69,"seq_mst",83443,104.30375,76,881,11.5320000000002
2,800,4,70,"cold",332471,415.58875,391.5,992,30.1599999999999
2,800,4,70,"seq_mst",90189,112.73625,78,762,8.59299999999985
2,800,4,71,"cold",324692,405.865,376,1104,29.3560000000007
2,800,4,71,"seq_mst",82753,103.44125,80,867,7.76099999999951
2,800,4,72,"cold",318115,397.64375,362,990,28.2370000000001
2,800,4,72,"seq_mst",87468,109.335,83,759,8.33699999999953
2,800,4,73,"cold",343602,429.5025,375,1073,30.067
2,800,4,73,"seq_mst",87196,108.995,83,931,8.13599999999951
2,800,4,74,"cold",336859,421.07375,399.5,1039,30.232
2,800,4,74,"seq_mst",87858,109.8225,81,870,8.05099999999948
2,800,4,75,"cold",335705,419.63125,404,935,30.0380000000005
2,800,4,75,"seq_mst",90311,112.88875,82,815,8.54300000000057
2,800,4,76,"cold",345407,431.75875,420,872,30.7769999999991
2,800,4,76,"seq_mst",88157,110.19625,80,929,8.08899999999994
2,800,4,77,"cold",318978,398.7225,372,1040,28.4980000000005
2,800,4,77,"seq_mst",87338,109.1725,80,717,8.09799999999996
2,800,4,78,"cold",353756,442.195,399,1081,31.424
2,800,4,78,"seq_mst",86414,108.0175,80,685,7.97400000000016
2,800,4,79,"cold",357201,446.50125,420,1082,31.7390000000005
2,800,4,79,"seq_mst",90693,113.36625,82,856,8.39900000000034
2,800,4,80,"cold",325413,406.76625,389,1030,28.7519999999995
2,800,4,80,"seq_mst",85911,107.38875,74,880,8.21300000000065
2,800,4,81,"cold",336071,420.08875,399,915,29.6239999999998
2,800,4,81,"seq_mst",85030,106.2875,77,806,7.84599999999955
2,800,4,82,"cold",364808,456.01,424.5,1002,32.6959999999999
2,800,4,82,"seq_mst",92018,115.0225,88,751,8.71199999999953
2,800,4,83,"cold",320696,400.87,369.5,1046,28.2419999999993
2,800,4,83,"seq_mst",90832,113.54,86,754,8.17500000000018
2,800,4,84,"cold",349703,437.12875,384.5,1229,31.3040000000001
2,800,4,84,"seq_mst",81458,101.8225,74.5,712,7.47099999999955
2,800,4,85,"cold",344893,431.11625,391,1076,30.5500000000002
2,800,4,85,"seq_mst",88391,110.48875,82,926,8.25500000000011
2,800,4,86,"cold",340861,426.07625,400,958,30.5549999999994
2,800,4,86,"seq_mst",84747,105.93375,78,733,7.87400000000071
2,800,4,87,"cold",340702,425.8775,399.5,996,30.3519999999999
2,800,4,87,"seq_mst",89587,111.98375,83,756,6.5689999999995
2,800,4,88,"cold",346855,433.56875,393,1238,23.1900000000005
2,800,4,88,"seq_mst",84825,106.03125,83,687,6.01400000000103
2,800,4,89,"cold",328219,410.27375,389,962,22.8379999999997
2,800,4,89,"seq_mst",88488,110.61,79.5,940,8.55900000000111
2,800,4,90,"cold",329895,412.36875,375.5,1016,29.0550000000003
2,800,4,90,"seq_mst",82937,103.67125,80,886,7.57799999999952
2,800,4,91,"cold",321509,401.88625,358,1131,29.0550000000003
2,800,4,91,"seq_mst",81468,101.835,74,966,7.60200000000077
2,800,4,92,"cold",355795,444.74375,414.5,998,31.3469999999998
2,800,4,92,"seq_mst",88059,110.07375,83,851,8.1299999999992
2,800,4,93,"cold",326194,407.7425,369.5,994,28.8709999999992
2,800,4,93,"seq_mst",82770,103.4625,78,863,7.78500000000167
2,800,4,94,"cold",307076,383.845,350,984,27.4459999999999
2,800,4,94,"seq_mst",89322,111.6525,84.5,851,8.52199999999903
2,800,4,95,"cold",324727,405.90875,366,1204,28.5779999999995
2,800,4,95,"seq_mst",81717,102.14625,80,789,7.6880000000001
2,800,4,96,"cold",348939,436.17375,422.5,924,31.0500000000011
2,800,4,96,"seq_mst",84677,105.84625,80,775,7.94400000000132
2,800,4,97,"cold",349022,436.2775,397.5,1188,30.7189999999991
2,800,4,97,"seq_mst",84609,105.76125,80,847,7.95000000000073
2,800,4,98,"cold",347525,434.40625,394,954,30.4210000000003
2,800,4,98,"seq_mst",83469,104.33625,78,752,7.6929999999993
2,800,4,99,"cold",324154,405.1925,377.5,957,29.0640000000003
2,800,4,99,"seq_mst",83476,104.345,78,727,7.88100000000122
2,800,4,100,"cold",322467,403.08375,383,1116,28.3999999999996
2,800,4,100,"seq_mst",91789,114.73625,82,826,8.97099999999955
